,AvgL,AvgW,B365L,B365W,Best of,CBL,CBW,Comment,Court,Date,EXL,EXW,L1,L2,L3,LBL,LBW,LPts,LRank,Location,Loser,Lsets,MaxL,MaxW,PSL,PSW,Round,SJL,SJW,Surface,Tier,Tournament,UBL,UBW,W1,W2,W3,WPts,WRank,WTA,Winner,Wsets
317,,,3,1.33,3,3.15,1.33,Completed,Outdoor,2007-02-07,3.0,1.36,2.0,4.0,,,,301.25,95.0,Pattaya,Kudryavtseva A.,0.0,,,3.1,1.435,2nd Round,,,Hard,Tier 4,Pattaya Women's Open,2.92,1.38,6.0,6.0,,565.0,38.0,8,Santangelo M.,2.0
318,,,3.25,1.28,3,3.8,1.24,Completed,Outdoor,2007-02-07,3.15,1.33,4.0,6.0,1.0,,,335.75,86.0,Pattaya,Tanasugarn T.,1.0,,,3.6,1.357,2nd Round,,,Hard,Tier 4,Pattaya Women's Open,3.45,1.29,6.0,2.0,6.0,453.0,49.0,8,Mirza S.,2.0
319,,,,,3,3.15,1.33,Completed,Outdoor,2007-02-07,2.85,1.4,2.0,5.0,,,,321.0,89.0,Pattaya,Rodionova A.,0.0,,,3.02,1.45,2nd Round,,,Hard,Tier 4,Pattaya Women's Open,2.76,1.42,6.0,7.0,,404.25,61.0,8,Bammer S.,2.0
320,,,2.75,1.4,3,2.8,1.4,Completed,Outdoor,2007-02-07,,,7.0,1.0,3.0,,,416.0,57.0,Pattaya,Oprandi R.,1.0,,,3.17,1.422,2nd Round,,,Hard,Tier 4,Pattaya Women's Open,2.85,1.4,6.0,6.0,6.0,491.0,42.0,8,Peng S.,2.0
321,,,1.36,3.0,3,1.33,3.15,Walkover,Outdoor,2007-02-08,,,,,,,,288.75,99.0,Pattaya,Molik A.,0.0,,,1.413,3.22,2nd Round,,,Hard,Tier 4,Pattaya Women's Open,1.4,2.85,,,,437.75,52.0,8,Dulko G.,0.0
322,,,1.72,2.0,3,1.85,1.9,Completed,Outdoor,2007-02-08,1.83,1.91,6.0,1.0,1.0,,,416.0,56.0,Pattaya,Nakamura A.,1.0,,,1.862,2.06,2nd Round,,,Hard,Tier 4,Pattaya Women's Open,1.78,1.98,3.0,6.0,6.0,214.0,139.0,8,Obziler T.,2.0
323,,,1.5,2.5,3,1.45,2.65,Completed,Outdoor,2007-02-08,1.5,2.5,2.0,4.0,,,,392.0,65.0,Pattaya,King V.,0.0,,,1.485,2.81,2nd Round,,,Hard,Tier 4,Pattaya Women's Open,1.56,2.36,6.0,6.0,,467.25,45.0,8,Pratt N.,2.0
324,,,1.25,3.75,3,1.28,3.5,Completed,Outdoor,2007-02-08,1.3,3.3,6.0,3.0,3.0,,,886.0,25.0,Pattaya,Bartoli M.,1.0,,,1.394,3.34,2nd Round,,,Hard,Tier 4,Pattaya Women's Open,1.3,3.38,4.0,6.0,6.0,289.5,98.0,8,Sucha M.,2.0
325,,,2,1.72,3,2.25,1.6,Completed,Outdoor,2007-02-09,1.7,2.05,6.0,3.0,3.0,,,289.5,98.0,Pattaya,Sucha M.,1.0,,,2.3,1.714,Quarterfinals,,,Hard,Tier 4,Pattaya Women's Open,1.95,1.8,3.0,6.0,6.0,404.25,61.0,8,Bammer S.,2.0
326,,,2.75,1.4,3,2.6,1.46,Completed,Outdoor,2007-02-09,2.65,1.45,3.0,2.0,,,,214.0,139.0,Pattaya,Obziler T.,0.0,,,2.81,1.51,Quarterfinals,,,Hard,Tier 4,Pattaya Women's Open,,,6.0,6.0,,491.0,42.0,8,Peng S.,2.0
327,,,1.57,2.25,3,1.55,2.35,Completed,Outdoor,2007-02-09,1.6,2.25,2.0,3.0,,,,467.25,45.0,Pattaya,Pratt N.,0.0,,,1.588,2.6,Quarterfinals,,,Hard,Tier 4,Pattaya Women's Open,1.65,2.18,6.0,6.0,,437.75,52.0,8,Dulko G.,2.0
328,,,2.2,1.61,3,2.0,1.75,Completed,Outdoor,2007-02-09,2.2,1.63,4.0,6.0,,,,565.0,38.0,Pattaya,Santangelo M.,0.0,,,2.35,1.69,Quarterfinals,,,Hard,Tier 4,Pattaya Women's Open,2.1,1.7,6.0,7.0,,453.0,49.0,8,Mirza S.,2.0
329,,,1.5,2.5,3,1.5,2.5,Completed,Outdoor,2007-02-10,,,4.0,2.0,,,,491.0,42.0,Pattaya,Peng S.,0.0,,,1.571,2.65,Semifinals,,,Hard,Tier 4,Pattaya Women's Open,1.5,2.5,6.0,6.0,,404.25,61.0,8,Bammer S.,2.0
330,,,1.5,2.5,3,1.43,2.7,Completed,Outdoor,2007-02-10,1.5,2.5,4.0,5.0,,,,453.0,49.0,Pattaya,Mirza S.,0.0,,,1.568,2.66,Semifinals,,,Hard,Tier 4,Pattaya Women's Open,1.5,2.5,6.0,7.0,,437.75,52.0,8,Dulko G.,2.0
331,,,1.8,1.9,3,1.9,1.85,Completed,Outdoor,2007-02-11,1.87,1.87,5.0,6.0,5.0,,,437.75,52.0,Pattaya,Dulko G.,1.0,,,2.09,1.84,The Final,,,Hard,Tier 4,Pattaya Women's Open,1.82,1.95,7.0,3.0,7.0,404.25,61.0,8,Bammer S.,2.0
332,,,5,1.14,3,5.0,1.15,Completed,Indoor,2007-02-12,5.0,1.15,4.0,2.0,,,,556.75,39.0,Antwerp,Daniilidou E.,0.0,,,5.56,1.198,1st Round,,,Hard,Tier 2,Proximus Diamond Games,4.9,1.16,6.0,6.0,,1539.0,12.0,9,Chakvetadze A.,2.0
333,,,2.25,1.57,3,2.35,1.55,Completed,Indoor,2007-02-12,2.5,1.5,3.0,2.0,,,,596.25,34.0,Antwerp,Muller M.,0.0,,,2.45,1.645,1st Round,,,Hard,Tier 2,Proximus Diamond Games,2.28,1.6,6.0,6.0,,388.0,66.0,9,Krajicek M.,2.0
334,,,4,1.22,3,4.25,1.2,Completed,Indoor,2007-02-12,3.75,1.25,4.0,1.0,,,,433.75,56.0,Antwerp,Vesnina E.,0.0,,,4.26,1.281,1st Round,,,Hard,Tier 2,Proximus Diamond Games,3.8,1.25,6.0,6.0,,1548.0,11.0,9,Safina D.,2.0
335,,,5.5,1.12,3,5.4,1.13,Completed,Indoor,2007-02-12,6.25,1.1,4.0,1.0,,,,266.25,108.0,Antwerp,Flipkens K.,0.0,,,7.6,1.137,1st Round,,,Hard,Tier 2,Proximus Diamond Games,5.25,1.14,6.0,6.0,,1505.0,13.0,9,Schnyder P.,2.0
336,,,2.2,1.61,3,2.25,1.6,Completed,Indoor,2007-02-13,2.5,1.5,4.0,1.0,,,,944.0,19.0,Antwerp,Groenefeld A.L.,0.0,,,2.44,1.649,1st Round,,,Hard,Tier 2,Proximus Diamond Games,2.36,1.56,6.0,6.0,,327.0,85.0,9,Razzano V.,2.0
337,,,3.25,1.33,3,3.5,1.28,Completed,Indoor,2007-02-13,3.05,1.35,2.0,0.0,,,,110.5,235.0,Antwerp,Maes C.,0.0,,,3.58,1.36,1st Round,,,Hard,Tier 2,Proximus Diamond Games,3.25,1.32,6.0,6.0,,476.25,47.0,9,Bammer S.,2.0
338,,,2.75,1.39,3,3.0,1.36,Completed,Indoor,2007-02-13,2.65,1.45,1.0,1.0,,,,317.75,92.0,Antwerp,Schruff J.,0.0,,,3.2,1.417,1st Round,,,Hard,Tier 2,Proximus Diamond Games,2.85,1.4,6.0,6.0,,445.0,54.0,9,Dechy N.,2.0
339,,,2.1,1.66,3,2.25,1.6,Retired,Indoor,2007-02-13,2.25,1.6,6.0,,,,,590.25,35.0,Antwerp,Bremond S.,0.0,,,2.55,1.606,1st Round,,,Hard,Tier 2,Proximus Diamond Games,2.05,1.73,7.0,,,572.75,37.0,9,Poutchkova O.,1.0
340,,,6,1.11,3,5.4,1.13,Completed,Indoor,2007-02-13,6.25,1.1,1.0,0.0,,,,235.5,123.0,Antwerp,Osterloh L.,0.0,,,8.42,1.122,1st Round,,,Hard,Tier 2,Proximus Diamond Games,7.0,1.09,6.0,6.0,,932.0,21.0,9,Zvonareva V.,2.0
341,,,1.72,2.0,3,1.66,2.15,Completed,Indoor,2007-02-13,1.63,2.2,4.0,1.0,,,,251.25,116.0,Antwerp,Dushevina V.,0.0,,,1.73,2.27,1st Round,,,Hard,Tier 2,Proximus Diamond Games,1.68,2.13,6.0,6.0,,400.0,62.0,9,Likhovtseva E.,2.0
342,,,2.75,1.39,3,2.6,1.46,Completed,Indoor,2007-02-13,2.8,1.4,0.0,2.0,,,,920.0,22.0,Antwerp,Srebotnik K.,0.0,,,2.75,1.541,1st Round,,,Hard,Tier 2,Proximus Diamond Games,2.5,1.5,6.0,6.0,,932.0,20.0,9,Golovin T.,2.0
343,,,6.5,1.08,3,6.3,1.1,Completed,Indoor,2007-02-14,6.95,1.08,3.0,2.0,,,,413.75,59.0,Antwerp,Yakimova A.,0.0,,,9.0,1.1,1st Round,,,Hard,Tier 2,Proximus Diamond Games,7.0,1.09,6.0,6.0,,1418.0,14.0,9,Ivanovic A.,2.0
344,,,5.5,1.12,3,5.0,1.15,Completed,Indoor,2007-02-14,5.0,1.15,6.0,6.0,2.0,,,476.25,47.0,Antwerp,Bammer S.,1.0,,,5.78,1.189,2nd Round,,,Hard,Tier 2,Proximus Diamond Games,4.9,1.16,4.0,7.0,6.0,1539.0,12.0,9,Chakvetadze A.,2.0
345,,,2.25,1.57,3,2.3,1.58,Completed,Indoor,2007-02-14,2.3,1.57,7.0,6.0,2.0,,,1505.0,13.0,Antwerp,Schnyder P.,1.0,,,2.61,1.585,2nd Round,,,Hard,Tier 2,Proximus Diamond Games,2.4,1.55,6.0,7.0,6.0,932.0,20.0,9,Golovin T.,2.0
346,,,11,1.02,3,11.0,1.03,Completed,Indoor,2007-02-14,8.5,1.05,0.0,2.0,,,,572.75,37.0,Antwerp,Poutchkova O.,0.0,,,14.5,1.057,2nd Round,,,Hard,Tier 2,Proximus Diamond Games,7.5,1.07,6.0,6.0,,2577.0,4.0,9,Clijsters K.,2.0
347,,,3.75,1.25,3,3.5,1.28,Completed,Indoor,2007-02-14,3.46,1.28,2.0,6.0,,,,388.0,66.0,Antwerp,Krajicek M.,0.0,,,3.7,1.333,2nd Round,,,Hard,Tier 2,Proximus Diamond Games,3.8,1.25,6.0,7.0,,1548.0,11.0,9,Safina D.,2.0
348,,,3.75,1.25,3,3.35,1.3,Completed,Indoor,2007-02-15,3.46,1.28,6.0,4.0,,,,932.0,21.0,Antwerp,Zvonareva V.,0.0,,,3.49,1.372,2nd Round,,,Hard,Tier 2,Proximus Diamond Games,3.2,1.33,7.0,6.0,,2283.0,7.0,9,Petrova N.,2.0
349,,,1.19,4.33,3,1.22,4.0,Retired,Indoor,2007-02-15,1.25,3.75,2.0,1.0,,,,1908.0,8.0,Antwerp,Dementieva E.,0.0,,,1.267,4.45,2nd Round,,,Hard,Tier 2,Proximus Diamond Games,1.24,3.9,6.0,1.0,,400.0,62.0,9,Likhovtseva E.,1.0
350,,,9,1.04,3,7.0,1.08,Completed,Indoor,2007-02-15,7.35,1.07,6.0,5.0,,,,327.0,85.0,Antwerp,Razzano V.,0.0,,,11.0,1.08,2nd Round,,,Hard,Tier 2,Proximus Diamond Games,10.0,1.04,7.0,7.0,,2830.0,3.0,9,Mauresmo A.,2.0
351,,,3.75,1.25,3,3.8,1.24,Completed,Indoor,2007-02-15,3.75,1.25,3.0,7.0,2.0,,,445.0,54.0,Antwerp,Dechy N.,1.0,,,4.2,1.286,2nd Round,,,Hard,Tier 2,Proximus Diamond Games,3.9,1.24,6.0,6.0,6.0,1418.0,14.0,9,Ivanovic A.,2.0
352,,,1.72,2.0,3,1.69,2.1,Completed,Indoor,2007-02-16,1.67,2.12,3.0,4.0,,,,2283.0,7.0,Antwerp,Petrova N.,0.0,,,1.806,2.14,Quarterfinals,,,Hard,Tier 2,Proximus Diamond Games,1.74,2.04,6.0,6.0,,1539.0,12.0,9,Chakvetadze A.,2.0
353,,,3.25,1.33,3,3.5,1.28,Completed,Indoor,2007-02-16,3.3,1.3,1.0,3.0,,,,1548.0,11.0,Antwerp,Safina D.,0.0,,,3.48,1.373,Quarterfinals,,,Hard,Tier 2,Proximus Diamond Games,3.04,1.36,6.0,6.0,,2830.0,3.0,9,Mauresmo A.,2.0
354,,,4.33,1.19,3,4.25,1.2,Completed,Indoor,2007-02-16,4.65,1.17,2.0,1.0,,,,1418.0,14.0,Antwerp,Ivanovic A.,0.0,,,5.8,1.189,Quarterfinals,,,Hard,Tier 2,Proximus Diamond Games,4.5,1.19,6.0,6.0,,2577.0,4.0,9,Clijsters K.,2.0
355,,,4.33,1.19,3,4.0,1.22,Completed,Indoor,2007-02-16,4.2,1.2,6.0,5.0,,,,400.0,62.0,Antwerp,Likhovtseva E.,0.0,,,5.0,1.227,Quarterfinals,,,Hard,Tier 2,Proximus Diamond Games,4.0,1.23,7.0,7.0,,932.0,20.0,9,Golovin T.,2.0
356,,,3,1.36,3,2.7,1.43,Completed,Indoor,2007-02-17,2.85,1.4,3.0,6.0,2.0,,,1539.0,12.0,Antwerp,Chakvetadze A.,1.0,,,2.81,1.51,Semifinals,,,Hard,Tier 2,Proximus Diamond Games,2.7,1.45,6.0,3.0,6.0,2830.0,3.0,9,Mauresmo A.,2.0
357,,,5,1.14,3,4.5,1.18,Completed,Indoor,2007-02-17,4.65,1.17,4.0,3.0,,,,932.0,20.0,Antwerp,Golovin T.,0.0,,,5.7,1.192,Semifinals,,,Hard,Tier 2,Proximus Diamond Games,4.65,1.18,6.0,6.0,,2577.0,4.0,9,Clijsters K.,2.0
358,,,1.57,2.25,3,1.6,2.25,Completed,Indoor,2007-02-18,1.55,2.35,4.0,6.0,,,,2577.0,4.0,Antwerp,Clijsters K.,0.0,,,1.613,2.53,The Final,,,Hard,Tier 2,Proximus Diamond Games,1.62,2.24,6.0,7.0,,2830.0,3.0,9,Mauresmo A.,2.0
359,,,2.62,1.44,3,3.15,1.33,Completed,Outdoor,2007-02-13,2.8,1.4,3.0,3.0,,,,179.0,154.0,Bangalore,Chan C.W.,0.0,,,3.65,1.351,1st Round,,,Hard,Tier 3,Sony Ericsson International,2.72,1.43,6.0,6.0,,349.75,77.0,10,Tanasugarn T.,2.0
360,,,2.62,1.44,3,2.65,1.45,Completed,Outdoor,2007-02-13,2.65,1.45,4.0,4.0,,,,51.0,365.0,Bangalore,Koryttseva M.,0.0,,,2.61,1.581,1st Round,,,Hard,Tier 3,Sony Ericsson International,2.6,1.47,6.0,6.0,,180.75,153.0,10,Savchuk O.,2.0
361,,,2.1,1.66,3,2.2,1.63,Completed,Outdoor,2007-02-13,2.15,1.65,6.0,3.0,4.0,,,310.75,95.0,Bangalore,Kudryavtseva A.,1.0,,,2.51,1.621,1st Round,,,Hard,Tier 3,Sony Ericsson International,2.1,1.7,3.0,6.0,6.0,250.0,117.0,10,Obziler T.,2.0
362,,,1.4,2.75,3,1.28,3.5,Completed,Outdoor,2007-02-13,,,6.0,3.0,4.0,,,351.25,75.0,Bangalore,Fedak Y.,1.0,,,1.375,3.47,1st Round,,,Hard,Tier 3,Sony Ericsson International,1.32,3.25,1.0,6.0,6.0,108.75,237.0,10,Sema Y.,2.0
363,,,2.37,1.53,3,2.2,1.63,Completed,Outdoor,2007-02-13,2.12,1.67,2.0,1.0,,,,70.5,310.0,Bangalore,Luangnam N.,0.0,,,2.51,1.621,1st Round,,,Hard,Tier 3,Sony Ericsson International,2.38,1.55,6.0,6.0,,259.0,115.0,10,Beygelzimer Y.,2.0
364,,,3.25,1.33,3,3.5,1.38,Completed,Outdoor,2007-02-13,,,6.0,1.0,1.0,,,163.0,172.0,Bangalore,Ferguson S.,1.0,,,3.4,1.385,1st Round,,,Hard,Tier 3,Sony Ericsson International,3.2,1.33,2.0,6.0,6.0,340.25,78.0,10,Kostanic J.,2.0
365,,,1.53,2.37,3,1.53,2.4,Completed,Outdoor,2007-02-13,1.57,2.3,2.0,4.0,,,,318.0,91.0,Bangalore,Kloesel S.,0.0,,,1.571,2.65,1st Round,,,Hard,Tier 3,Sony Ericsson International,1.53,2.42,6.0,6.0,,208.0,145.0,10,Hsieh S.W.,2.0
366,,,2.75,1.39,3,3.35,1.3,Completed,Outdoor,2007-02-13,3.0,1.36,7.0,4.0,6.0,,,259.0,114.0,Bangalore,Barrois K.,1.0,,,3.48,1.373,1st Round,,,Hard,Tier 3,Sony Ericsson International,3.03,1.36,6.0,6.0,7.0,399.0,63.0,10,Bardina V.,2.0
367,,,1.4,2.75,3,1.38,2.9,Completed,Outdoor,2007-02-13,1.45,2.65,3.0,3.0,,,,321.5,90.0,Bangalore,Gajdosova J.,0.0,,,1.485,2.86,1st Round,,,Hard,Tier 3,Sony Ericsson International,1.37,2.98,6.0,6.0,,97.25,257.0,10,Amanmuradova A.,2.0
368,,,1.66,2.1,3,1.63,2.2,Completed,Outdoor,2007-02-13,1.65,2.15,2.0,0.0,,,,196.0,150.0,Bangalore,Yuan M.,0.0,,,1.649,2.44,1st Round,,,Hard,Tier 3,Sony Ericsson International,1.67,2.11,6.0,6.0,,238.75,122.0,10,Poutchek T.,2.0
369,,,4.33,1.2,3,4.65,1.17,Completed,Outdoor,2007-02-13,,,0.0,2.0,,,,24.25,550.0,Bangalore,Iyer T.,0.0,,,5.75,1.19,1st Round,,,Hard,Tier 3,Sony Ericsson International,,,6.0,6.0,,184.5,152.0,10,Cibulkova D.,2.0
370,,,2.75,1.39,3,3.15,1.33,Completed,Outdoor,2007-02-13,2.8,1.4,3.0,7.0,3.0,,,114.5,227.0,Bangalore,Uberoi S.,1.0,,,3.19,1.418,1st Round,,,Hard,Tier 3,Sony Ericsson International,2.77,1.42,6.0,6.0,6.0,209.75,143.0,10,Shvedova Y.,2.0
371,,,3,1.36,3,2.8,1.4,Completed,Outdoor,2007-02-14,,,4.0,3.0,,,,324.0,89.0,Bangalore,Brianti A.,0.0,,,3.05,1.444,1st Round,,,Hard,Tier 3,Sony Ericsson International,3.0,1.37,6.0,6.0,,302.75,97.0,10,Molik A.,2.0
372,,,1.66,2.1,3,1.69,2.1,Completed,Outdoor,2007-02-14,1.67,2.12,6.0,5.0,2.0,,,338.5,79.0,Bangalore,Chan Y.J.,1.0,,,1.704,2.32,1st Round,,,Hard,Tier 3,Sony Ericsson International,,,1.0,7.0,6.0,268.5,107.0,10,Czink M.,2.0
373,,,2.75,1.4,3,2.7,1.43,Completed,Outdoor,2007-02-14,,,4.0,1.0,,,,184.5,152.0,Bangalore,Cibulkova D.,0.0,,,2.87,1.483,2nd Round,,,Hard,Tier 3,Sony Ericsson International,,,6.0,6.0,,340.25,78.0,10,Kostanic J.,2.0
374,,,5.5,1.12,3,6.0,1.11,Completed,Outdoor,2007-02-14,5.2,1.14,2.0,6.0,,,,99.75,251.0,Bangalore,Sun S.N.,0.0,,,6.35,1.171,1st Round,,,Hard,Tier 3,Sony Ericsson International,5.3,1.14,6.0,7.0,,581.0,36.0,10,Santangelo M.,2.0
375,,,3.5,1.28,3,3.5,1.28,Completed,Outdoor,2007-02-14,3.46,1.28,4.0,6.0,3.0,,,311.5,94.0,Bangalore,Sucha M.,1.0,,,3.89,1.313,1st Round,,,Hard,Tier 3,Sony Ericsson International,3.4,1.3,6.0,4.0,6.0,478.0,46.0,10,Mirza S.,2.0
376,,,,,3,1.5,2.5,Completed,Outdoor,2007-02-14,,,6.0,4.0,1.0,,,259.0,115.0,Bangalore,Beygelzimer Y.,1.0,,,,,2nd Round,,,Hard,Tier 3,Sony Ericsson International,,,1.0,6.0,6.0,108.75,237.0,10,Sema Y.,2.0
377,,,1.83,1.83,3,1.95,1.8,Completed,Outdoor,2007-02-14,2.0,1.75,1.0,2.0,,,,399.0,63.0,Bangalore,Bardina V.,0.0,,,1.98,1.926,2nd Round,,,Hard,Tier 3,Sony Ericsson International,1.8,1.95,6.0,6.0,,250.0,117.0,10,Obziler T.,2.0
378,,,1.57,2.25,3,1.55,2.35,Completed,Outdoor,2007-02-14,1.55,2.35,4.0,6.0,4.0,,,349.75,77.0,Bangalore,Tanasugarn T.,1.0,,,1.552,2.71,2nd Round,,,Hard,Tier 3,Sony Ericsson International,,,6.0,3.0,6.0,209.75,143.0,10,Shvedova Y.,2.0
379,,,2.1,1.66,3,2.1,1.69,Completed,Outdoor,2007-02-15,,,6.0,6.0,5.0,,,208.0,145.0,Bangalore,Hsieh S.W.,1.0,,,2.1,1.833,2nd Round,,,Hard,Tier 3,Sony Ericsson International,2.06,1.72,4.0,7.0,7.0,268.5,107.0,10,Czink M.,2.0
380,,,4,1.19,3,4.0,1.22,Completed,Outdoor,2007-02-15,4.0,1.22,6.0,5.0,2.0,,,97.25,257.0,Bangalore,Amanmuradova A.,1.0,,,4.89,1.233,2nd Round,,,Hard,Tier 3,Sony Ericsson International,3.8,1.25,3.0,7.0,6.0,581.0,36.0,10,Santangelo M.,2.0
381,,,1.16,4.5,3,1.2,4.25,Completed,Outdoor,2007-02-15,1.2,4.2,4.0,6.0,4.0,,,302.75,97.0,Bangalore,Molik A.,1.0,,,1.227,5.0,2nd Round,,,Hard,Tier 3,Sony Ericsson International,1.23,4.0,6.0,4.0,6.0,180.75,153.0,10,Savchuk O.,2.0
382,,,4,1.19,3,4.25,1.2,Completed,Outdoor,2007-02-15,4.2,1.2,6.0,5.0,2.0,,,238.75,122.0,Bangalore,Poutchek T.,1.0,,,5.1,1.222,2nd Round,,,Hard,Tier 3,Sony Ericsson International,3.9,1.24,3.0,7.0,6.0,478.0,46.0,10,Mirza S.,2.0
383,,,2.5,1.5,3,2.6,1.46,Completed,Outdoor,2007-02-16,2.3,1.57,4.0,6.0,,,,268.5,107.0,Bangalore,Czink M.,0.0,,,2.78,1.524,Quarterfinals,,,Hard,Tier 3,Sony Ericsson International,2.45,1.52,6.0,7.0,,250.0,117.0,10,Obziler T.,2.0
384,,,4,1.2,3,4.5,1.18,Completed,Outdoor,2007-02-16,3.75,1.25,1.0,4.0,,,,108.75,237.0,Bangalore,Sema Y.,0.0,,,,,Quarterfinals,,,Hard,Tier 3,Sony Ericsson International,4.2,1.21,6.0,6.0,,581.0,36.0,10,Santangelo M.,2.0
385,,,1.16,4.5,3,1.2,4.25,Completed,Outdoor,2007-02-16,1.2,4.2,7.0,4.0,4.0,,,478.0,46.0,Bangalore,Mirza S.,1.0,,,1.25,4.6,Quarterfinals,,,Hard,Tier 3,Sony Ericsson International,1.2,4.4,6.0,6.0,6.0,209.75,143.0,10,Shvedova Y.,2.0
386,,,1.4,2.75,3,1.43,2.7,Completed,Outdoor,2007-02-16,1.4,2.8,3.0,4.0,,,,340.25,78.0,Bangalore,Kostanic J.,0.0,,,1.437,3.09,Quarterfinals,,,Hard,Tier 3,Sony Ericsson International,1.42,2.77,6.0,6.0,,180.75,153.0,10,Savchuk O.,2.0
387,,,2.75,1.39,3,3.0,1.36,Completed,Outdoor,2007-02-17,3.0,1.36,1.0,0.0,,,,180.75,153.0,Bangalore,Savchuk O.,0.0,,,3.27,1.405,Semifinals,,,Hard,Tier 3,Sony Ericsson International,2.8,1.4,6.0,6.0,,581.0,36.0,10,Santangelo M.,2.0
388,,,1.61,2.2,3,1.58,2.3,Completed,Outdoor,2007-02-17,1.57,2.3,5.0,2.0,,,,250.0,117.0,Bangalore,Obziler T.,0.0,,,1.592,2.59,Semifinals,,,Hard,Tier 3,Sony Ericsson International,1.62,2.22,7.0,6.0,,209.75,143.0,10,Shvedova Y.,2.0
389,,,1.36,2.87,3,1.36,3.0,Completed,Outdoor,2007-02-18,1.35,3.05,4.0,4.0,,,,581.0,36.0,Bangalore,Santangelo M.,0.0,,,1.408,3.25,The Final,,,Hard,Tier 3,Sony Ericsson International,1.4,2.85,6.0,6.0,,209.75,143.0,10,Shvedova Y.,2.0
390,,,1.66,2.1,3,1.8,1.95,Completed,Outdoor,2007-02-19,,,6.0,5.0,4.0,,,206.5,147.0,Bogota,Zahlavova S.,1.0,,,1.8,2.15,1st Round,,,Clay,Tier 3,Copa Colsanitas Santander,1.8,1.96,3.0,7.0,6.0,148.75,191.0,11,Martinez Granados C.,2.0
391,,,4,1.2,3,4.0,1.22,Completed,Outdoor,2007-02-19,4.2,1.2,2.0,1.0,,,,122.25,217.0,Bogota,Parra Santonja A.,0.0,,,5.12,1.221,1st Round,,,Clay,Tier 3,Copa Colsanitas Santander,4.6,1.18,6.0,6.0,,449.5,52.0,11,Loit E.,2.0
392,,,1.28,3.25,3,1.25,3.7,Completed,Outdoor,2007-02-19,1.25,3.75,2.0,4.0,,,,420.0,58.0,Bogota,Yakimova A.,0.0,,,1.299,4.04,1st Round,,,Clay,Tier 3,Copa Colsanitas Santander,1.26,3.65,6.0,6.0,,119.25,222.0,11,Vierin N.,2.0
393,,,,,3,2.55,1.48,Completed,Outdoor,2007-02-19,,,2.0,3.0,,,,22.5,573.0,Bogota,Nunez Fuentes V.,0.0,,,,,1st Round,,,Clay,Tier 3,Copa Colsanitas Santander,,,6.0,6.0,,46.75,387.0,11,Duque Marino M.,2.0
394,,,3.25,1.28,3,3.7,1.25,Completed,Outdoor,2007-02-19,3.6,1.26,0.0,3.0,,,,141.0,198.0,Bogota,Gubacsi Z.,0.0,,,4.53,1.261,1st Round,,,Clay,Tier 3,Copa Colsanitas Santander,4.0,1.23,6.0,6.0,,174.75,157.0,11,Suarez P.,2.0
395,,,4,1.22,3,4.25,1.2,Completed,Outdoor,2007-02-20,3.75,1.25,4.0,6.0,3.0,,,224.25,133.0,Bogota,Malek T.,1.0,,,4.25,1.282,1st Round,,,Clay,Tier 3,Copa Colsanitas Santander,3.8,1.25,6.0,2.0,6.0,548.0,39.0,11,Pennetta F.,2.0
396,,,2,1.72,3,2.15,1.66,Completed,Outdoor,2007-02-20,2.15,1.65,3.0,6.0,,,,171.0,166.0,Bogota,Abramovic I.,0.0,,,2.23,1.752,1st Round,,,Clay,Tier 3,Copa Colsanitas Santander,,,6.0,7.0,,161.5,177.0,11,Parmentier P.,2.0
397,,,3.25,1.28,3,3.35,1.3,Completed,Outdoor,2007-02-20,3.75,1.25,6.0,6.0,2.0,,,161.0,181.0,Bogota,Bohmova K.,1.0,,,3.8,1.323,1st Round,,,Clay,Tier 3,Copa Colsanitas Santander,3.4,1.3,3.0,7.0,6.0,389.0,64.0,11,Vinci R.,2.0
398,,,2.25,1.57,3,2.4,1.53,Completed,Outdoor,2007-02-20,2.4,1.53,2.0,3.0,,,,214.5,141.0,Bogota,Nagy K.,0.0,,,2.75,1.541,1st Round,,,Clay,Tier 3,Copa Colsanitas Santander,,,6.0,6.0,,172.0,163.0,11,Cornet A.,2.0
399,,,2,1.72,3,1.95,1.8,Completed,Outdoor,2007-02-20,1.91,1.83,3.0,7.0,3.0,,,144.25,195.0,Bogota,Ditty J.,1.0,,,1.862,2.06,1st Round,,,Clay,Tier 3,Copa Colsanitas Santander,1.88,1.88,6.0,6.0,6.0,119.25,223.0,11,Arn G.,2.0
400,,,1.83,1.83,3,1.8,1.95,Completed,Outdoor,2007-02-20,,,2.0,3.0,,,,15.0,686.0,Bogota,Llagostera Vives N.,0.0,,,1.935,1.971,1st Round,,,Clay,Tier 3,Copa Colsanitas Santander,1.75,2.03,6.0,6.0,,209.5,145.0,11,Zakopalova K.,2.0
401,,,3.75,1.22,3,3.5,1.28,Completed,Outdoor,2007-02-20,3.75,1.25,6.0,1.0,3.0,,,145.5,193.0,Bogota,Errani S.,1.0,,,4.4,1.27,1st Round,,,Clay,Tier 3,Copa Colsanitas Santander,3.9,1.24,4.0,6.0,6.0,456.75,51.0,11,Dominguez Lino L.,2.0
402,,,6,1.1,3,5.65,1.12,Completed,Outdoor,2007-02-20,5.65,1.12,4.0,4.0,,,,139.25,201.0,Bogota,Woerle K.,0.0,,,7.84,1.133,1st Round,,,Clay,Tier 3,Copa Colsanitas Santander,6.1,1.11,6.0,6.0,,669.5,29.0,11,Garbin T.,2.0
