"date","club","country","elo"
"2004-10-15","Farul","ROM","1322.23"
"2004-10-15","FC Brussels","BEL","1343.90"
"2004-10-15","FC Kobenhavn","DEN","1463.27"
"2004-10-15","FC Koln","GER","1523.42"
"2004-10-15","FC Moskva","RUS","1433.72"
"2004-10-15","Fenerbahce","TUR","1700.08"
"2004-10-15","Ferrol","ESP","1566.86"
"2004-10-15","Feyenoord","NED","1720.20"
"2004-10-15","Fiorentina","ITA","1534.72"
"2004-10-15","Fredrikstad","NOR","1337.90"
"2004-10-15","Freiburg","GER","1572.73"
"2004-10-15","Fulham","ENG","1673.23"
"2004-10-15","GAK","AUT","1584.19"
"2004-10-15","Galatasaray","TUR","1655.56"
"2004-10-15","Gaziantepspor","TUR","1578.69"
"2004-10-15","Genclerbirligi","TUR","1528.55"
"2004-10-15","Genk","BEL","1577.98"
"2004-10-15","Genoa","ITA","1502.48"
"2004-10-15","Gent","BEL","1498.31"
"2004-10-15","Getafe","ESP","1674.89"
"2004-10-15","Gil Vicente","POR","1470.57"
"2004-10-15","Gillingham","ENG","1367.78"
"2004-10-15","Goeteborg","SWE","1457.86"
"2004-10-15","Gornik","POL","1394.57"
"2004-10-15","Gornik Leczna","POL","1299.41"
"2004-10-15","Graafschap","NED","1358.00"
"2004-10-15","Grenoble","FRA","1502.06"
"2004-10-15","Greuther Furth","GER","1539.98"
"2004-10-15","Grodzisk","POL","1533.03"
"2004-10-15","Groningen","NED","1445.36"
"2004-10-15","Gueugnon","FRA","1525.30"
"2004-10-15","Guimaraes","POR","1467.78"
"2004-10-15","Guingamp","FRA","1580.77"
"2004-10-15","Haka","FIN","1205.29"
"2004-10-15","Halmstad","SWE","1466.47"
"2004-10-15","Ham-Kam","NOR","1380.25"
"2004-10-15","Hamburg","GER","1627.43"
"2004-10-15","Hammarby","SWE","1429.38"
"2004-10-15","Hannover","GER","1607.64"
"2004-10-15","Hansa Rostock","GER","1602.94"
"2004-10-15","Hearts","SCO","1498.54"
"2004-10-15","Heerenveen","NED","1606.07"
"2004-10-15","Helsingborg","SWE","1415.48"
"2004-10-15","Herfolge","DEN","1243.95"
"2004-10-15","Hertha","GER","1647.40"
"2004-10-15","Hibernian","SCO","1362.30"
"2004-10-15","HJK Helsinki","FIN","1219.66"
"2004-10-15","Iasi","ROM","1258.36"
"2004-10-15","Inter","ITA","1784.36"
"2004-10-15","Inverness","SCO","1241.03"
"2004-10-15","Ionikos","GRE","1360.83"
"2004-10-15","Ipswich","ENG","1545.67"
"2004-10-15","Iraklis","GRE","1462.72"
"2004-10-15","Istanbulspor","TUR","1443.28"
"2004-10-15","Istres","FRA","1519.91"
"2004-10-15","Juventus","ITA","1844.84"
"2004-10-15","Kaiserslautern","GER","1565.42"
"2004-10-15","Kalamaria","GRE","1269.53"
"2004-10-15","Kalithea","GRE","1345.62"
"2004-10-15","Kalmar","SWE","1385.72"
"2004-10-15","Karlsruhe","GER","1408.87"
"2004-10-15","Katowice","POL","1332.98"
"2004-10-15","Kayserispor","TUR","1344.32"
"2004-10-15","Kerkyra","GRE","1265.12"
"2004-10-15","Kilmarnock","SCO","1363.61"
"2004-10-15","Konyaspor","TUR","1474.22"
"2004-10-15","Kryliya Sovetov","RUS","1527.80"
"2004-10-15","Kuban","RUS","1360.63"
"2004-10-15","La Coruna","ESP","1850.70"
"2004-10-15","Landskrona","SWE","1330.65"
"2004-10-15","Laval","FRA","1479.61"
"2004-10-15","Lazio","ITA","1742.42"
"2004-10-15","Le Havre","FRA","1497.08"
"2004-10-15","Le Mans","FRA","1566.81"
"2004-10-15","Lecce","ITA","1630.92"
"2004-10-15","Lech","POL","1353.85"
"2004-10-15","Leeds","ENG","1573.08"
"2004-10-15","Legia","POL","1592.70"
"2004-10-15","Leicester","ENG","1567.62"
"2004-10-15","Leiria","POR","1527.99"
"2004-10-15","Lens","FRA","1665.36"
"2004-10-15","Levante","ESP","1723.35"
"2004-10-15","Leverkusen","GER","1760.01"
"2004-10-15","Lierse","BEL","1460.24"
"2004-10-15","Lille","FRA","1719.11"
"2004-10-15","Lillestrom","NOR","1465.31"
"2004-10-15","Liverpool","ENG","1783.07"
"2004-10-15","Livingston","SCO","1315.39"
"2004-10-15","Livorno","ITA","1554.22"
"2004-10-15","Lleida","ESP","1547.52"
"2004-10-15","Lok Moskva","RUS","1650.30"
"2004-10-15","Lokeren","BEL","1511.58"
"2004-10-15","Lorient","FRA","1507.56"
"2004-10-15","Louvieroise","BEL","1506.46"
"2004-10-15","Lubin","POL","1314.12"
"2004-10-15","Lyn Oslo","NOR","1416.89"
"2004-10-15","Lyon","FRA","1847.02"
"2004-10-15","Mainz","GER","1592.29"
"2004-10-15","Malaga","ESP","1778.35"
"2004-10-15","Malaga B","ESP","1575.64"
"2004-10-15","Malatyaspor","TUR","1550.33"
"2004-10-15","Mallorca","ESP","1739.33"
"2004-10-15","Malmoe","SWE","1516.63"
"2004-10-15","Man City","ENG","1662.83"
"2004-10-15","Man United","ENG","1859.22"
"2004-10-15","Maritimo","POR","1526.57"
"2004-10-15","Marseille","FRA","1724.88"
"2004-10-15","Mattersburg","AUT","1394.91"
"2004-10-15","Messina","ITA","1600.15"
"2004-10-15","Metz","FRA","1639.64"
"2004-10-15","MGladbach","GER","1612.75"
"2004-10-15","Middlesbrough","ENG","1699.27"
"2004-10-15","Midtjylland","DEN","1399.47"
"2004-10-15","Milan","ITA","1862.73"
"2004-10-15","Millwall","ENG","1482.31"
"2004-10-15","Modena","ITA","1531.92"
"2004-10-15","Molde","NOR","1410.90"
"2004-10-15","Monaco","FRA","1816.23"
"2004-10-15","Montpellier","FRA","1534.34"
"2004-10-15","Moreirense","POR","1483.59"
"2004-10-15","Motherwell","SCO","1375.13"
"2004-10-15","Mouscron","BEL","1523.16"
"2004-10-15","Munich 1860","GER","1537.96"
"2004-10-15","Murcia","ESP","1576.20"
"2004-10-15","NAC Breda","NED","1540.34"
"2004-10-15","Nacional","POR","1522.58"
"2004-10-15","Nancy","FRA","1539.26"
"2004-10-15","Nantes","FRA","1714.67"
"2004-10-15","Newcastle","ENG","1769.39"
"2004-10-15","Nice","FRA","1679.17"
"2004-10-15","Nijmegen","NED","1480.68"
"2004-10-15","Niort","FRA","1483.19"
"2004-10-15","Nordsjaelland","DEN","1306.60"
"2004-10-15","Norwich","ENG","1604.76"
"2004-10-15","Nottm Forest","ENG","1452.39"
"2004-10-15","Numancia","ESP","1678.14"
"2004-10-15","Nurnberg","GER","1571.75"
"2004-10-15","Oberhausen","GER","1434.39"
"2004-10-15","Odd Grenland","NOR","1435.58"
"2004-10-15","Odense","DEN","1421.90"
"2004-10-15","Odra Wodzislaw","POL","1366.62"
"2004-10-15","Oerebro","SWE","1341.96"
"2004-10-15","Oergryte","SWE","1385.51"
"2004-10-15","Oester","SWE","1247.95"
"2004-10-15","OFI","GRE","1371.23"
"2004-10-15","Olympiakos","GRE","1742.15"
"2004-10-15","Oostende","BEL","1318.90"
"2004-10-15","Osasuna","ESP","1766.20"
"2004-10-15","Otelul Galati","ROM","1354.55"
"2004-10-15","Palermo","ITA","1605.08"
"2004-10-15","Panathinaikos","GRE","1747.82"
"2004-10-15","Panionios","GRE","1526.09"
"2004-10-15","PAOK","GRE","1528.31"
"2004-10-15","Paris SG","FRA","1729.60"
"2004-10-15","Parma","ITA","1679.74"
"2004-10-15","Pasching","AUT","1505.28"
"2004-10-15","Penafiel","POR","1403.94"
"2004-10-15","Perugia","ITA","1599.69"
"2004-10-15","Pescara","ITA","1382.32"
"2004-10-15","Piacenza","ITA","1505.48"
"2004-10-15","Plock","POL","1391.04"
"2004-10-15","Plymouth Argyle","ENG","1418.94"
"2004-10-15","Pogon","POL","1306.08"
"2004-10-15","Poli Ejido","ESP","1609.56"
"2004-10-15","Polonia Warszawa","POL","1356.00"
"2004-10-15","Pontevedra","ESP","1546.88"
"2004-10-15","Porto","POR","1828.69"
"2004-10-15","Portsmouth","ENG","1642.62"
"2004-10-15","Preston","ENG","1442.51"
"2004-10-15","Progresul","ROM","1407.34"
"2004-10-15","PSV Eindhoven","NED","1829.90"
"2004-10-15","QPR","ENG","1452.89"
"2004-10-15","Randers","DEN","1248.57"
"2004-10-15","Rangers","SCO","1605.16"
"2004-10-15","Rapid Bucuresti","ROM","1494.77"
"2004-10-15","Rapid Wien","AUT","1518.36"
"2004-10-15","Reading","ENG","1513.01"
"2004-10-15","Real Madrid","ESP","1845.92"
"2004-10-15","Recreativo","ESP","1651.78"
"2004-10-15","Reggina","ITA","1615.90"
"2004-10-15","Reims","FRA","1441.34"
"2004-10-15","Rennes","FRA","1685.95"
"2004-10-15","Rio Ave","POR","1495.60"
"2004-10-15","Rizespor","TUR","1471.69"
"2004-10-15","Roda","NED","1588.62"
"2004-10-15","Roma","ITA","1745.43"
"2004-10-15","Roosendaal","NED","1413.91"
"2004-10-15","Rosenborg","NOR","1584.41"
"2004-10-15","Rostov","RUS","1387.17"
"2004-10-15","Rotherham","ENG","1389.95"
"2004-10-15","Rotor Volgograd","RUS","1378.85"
"2004-10-15","Rubin Kazan","RUS","1439.12"
"2004-10-15","Saarbrucken","GER","1425.84"
"2004-10-15","Sakaryaspor","TUR","1353.10"
"2004-10-15","Salamanca","ESP","1586.96"
"2004-10-15","Salernitana","ITA","1369.35"
"2004-10-15","Salzburg","AUT","1454.40"
"2004-10-15","Sampdoria","ITA","1614.31"
"2004-10-15","Samsunspor","TUR","1483.85"
"2004-10-15","Santander","ESP","1708.24"
"2004-10-15","Saturn Ramenskoje","RUS","1469.05"
"2004-10-15","Schalke 04","GER","1658.66"
"2004-10-15","Sedan","FRA","1578.92"
"2004-10-15","Setubal","POR","1441.91"
"2004-10-15","Sevilla","ESP","1831.98"
"2004-10-15","Sheffield United","ENG","1488.62"
"2004-10-15","Shinnik Jaroslawl","RUS","1522.28"
"2004-10-15","Siena","ITA","1558.36"
"2004-10-15","Silkeborg","DEN","1263.65"
"2004-10-15","Sochaux","FRA","1717.33"
"2004-10-15","Sociedad","ESP","1775.47"
"2004-10-15","Sogndal","NOR","1326.58"
"2004-10-15","Southampton","ENG","1645.99"
"2004-10-15","Sp Braga","POR","1522.18"
"2004-10-15","Sp Gijon","ESP","1636.51"
"2004-10-15","Sp Lisbon","POR","1626.04"
"2004-10-15","Spartak Moskva","RUS","1484.63"
"2004-10-15","Sportul","ROM","1284.07"
"2004-10-15","St Etienne","FRA","1590.91"
"2004-10-15","St Truiden","BEL","1429.10"
"2004-10-15","Stabaek","NOR","1422.22"
"2004-10-15","Standard","BEL","1612.87"
"2004-10-15","Steaua","ROM","1560.70"
"2004-10-15","Stoke","ENG","1491.00"
"2004-10-15","Strasbourg","FRA","1581.90"
"2004-10-15","Sturm Graz","AUT","1387.37"
"2004-10-15","Stuttgart","GER","1794.70"
"2004-10-15","Sunderland","ENG","1524.74"
"2004-10-15","Sundsvall","SWE","1317.67"
"2004-10-15","Tarragona","ESP","1519.12"
"2004-10-15","Tenerife","ESP","1634.81"
"2004-10-15","Terek Grozny","RUS","1367.13"
"2004-10-15","Ternana","ITA","1476.22"
"2004-10-15","Terrassa","ESP","1576.02"
"2004-10-15","Timisoara","ROM","1266.13"
"2004-10-15","Torino","ITA","1503.86"
"2004-10-15","Torpedo Moskva","RUS","1544.09"
"2004-10-15","Tottenham","ENG","1679.11"
"2004-10-15","Toulouse","FRA","1628.37"
"2004-10-15","Trabzonspor","TUR","1632.06"
"2004-10-15","Trelleborg","SWE","1249.50"
"2004-10-15","Treviso","ITA","1415.73"
"2004-10-15","Triestina","ITA","1481.92"
"2004-10-15","Tromso","NOR","1402.66"
"2004-10-15","Troyes","FRA","1522.05"
"2004-10-15","Twente","NED","1512.16"
"2004-10-15","Udinese","ITA","1660.67"
"2004-10-15","Unirea Alba Iulia","ROM","1244.61"
"2004-10-15","Unterhaching","GER","1427.79"
"2004-10-15","Utrecht","NED","1576.98"
"2004-10-15","Valencia","ESP","1957.19"
"2004-10-15","Valerenga","NOR","1483.88"
"2004-10-15","Valladolid","ESP","1696.34"
"2004-10-15","Venezia","ITA","1375.56"
"2004-10-15","Verona","ITA","1446.97"
"2004-10-15","Viborg","DEN","1393.19"
"2004-10-15","Vicenza","ITA","1466.09"
"2004-10-15","Viking","NOR","1460.59"
"2004-10-15","Villarreal","ESP","1794.02"
"2004-10-15","Vitesse","NED","1495.43"
"2004-10-15","Waalwijk","NED","1520.02"
"2004-10-15","Wacker Innsbruck","AUT","1430.84"
"2004-10-15","Watford","ENG","1454.19"
"2004-10-15","Werder Bremen","GER","1777.48"
"2004-10-15","West Brom","ENG","1564.87"
"2004-10-15","West Ham","ENG","1571.58"
"2004-10-15","Westerlo","BEL","1487.93"
"2004-10-15","Wigan","ENG","1540.05"
"2004-10-15","Willem II","NED","1521.78"
"2004-10-15","Wisla","POL","1643.62"
"2004-10-15","Wolfsburg","GER","1665.07"
"2004-10-15","Wolves","ENG","1543.54"
"2004-10-15","Xanthi","GRE","1387.38"
"2004-10-15","Xerez","ESP","1624.18"
"2004-10-15","Zaragoza","ESP","1752.12"
"2004-10-15","Zenit","RUS","1609.11"
"2004-11-01","A. Sebatspor","TUR","1403.49"
"2004-11-01","Aachen","GER","1539.18"
"2004-11-01","Aalborg","DEN","1422.70"
"2004-11-01","Aarhus","DEN","1336.97"
"2004-11-01","Aberdeen","SCO","1368.83"
"2004-11-01","Academica","POR","1444.99"
"2004-11-01","Admira","AUT","1408.49"
"2004-11-01","AEK","GRE","1608.77"
"2004-11-01","Ahlen","GER","1469.45"
"2004-11-01","AIK","SWE","1355.09"
"2004-11-01","Ajaccio","FRA","1577.41"
"2004-11-01","Ajax","NED","1736.58"
"2004-11-01","Alanya","RUS","1376.97"
"2004-11-01","Alaves","ESP","1701.81"
"2004-11-01","Albacete","ESP","1719.36"
"2004-11-01","Albinoleffe","ITA","1466.49"
"2004-11-01","Allianssi","FIN","1188.13"
"2004-11-01","Almeria","ESP","1571.60"
"2004-11-01","Amica Wronki","POL","1473.61"
"2004-11-01","Amiens","FRA","1493.31"
"2004-11-01","Amkar Perm","RUS","1382.73"
"2004-11-01","Anderlecht","BEL","1696.69"
"2004-11-01","Angers","FRA","1474.26"
"2004-11-01","Ankaraguecue","TUR","1464.19"
"2004-11-01","Ankaraspor","TUR","1412.10"
"2004-11-01","Arezzo","ITA","1436.44"
"2004-11-01","Arges Pitesti","ROM","1336.41"
"2004-11-01","Aris","GRE","1361.05"
"2004-11-01","Arsenal","ENG","1918.26"
"2004-11-01","Ascoli","ITA","1494.69"
"2004-11-01","Aston Villa","ENG","1723.45"
"2004-11-01","Atalanta","ITA","1575.68"
"2004-11-01","Ath Bilbao","ESP","1786.45"
"2004-11-01","Ath Madrid","ESP","1779.36"
"2004-11-01","Austria Wien","AUT","1640.94"
"2004-11-01","Auxerre","FRA","1765.90"
"2004-11-01","AZ Alkmaar","NED","1628.20"
"2004-11-01","Bacau","ROM","1314.06"
"2004-11-01","Barcelona","ESP","1927.60"
"2004-11-01","Bari","ITA","1441.20"
"2004-11-01","Bastia","FRA","1606.59"
"2004-11-01","Bayern Munich","GER","1814.64"
"2004-11-01","Beerschot VA","BEL","1437.19"
"2004-11-01","Beira Mar","POR","1435.58"
"2004-11-01","Belenenses","POR","1453.83"
"2004-11-01","Benfica","POR","1703.20"
"2004-11-01","Bergen","BEL","1342.76"
"2004-11-01","Besiktas","TUR","1613.64"
"2004-11-01","Betis","ESP","1785.20"
"2004-11-01","Beveren","BEL","1432.88"
"2004-11-01","Bielefeld","GER","1579.23"
"2004-11-01","Birmingham","ENG","1651.98"
"2004-11-01","Bistrita","ROM","1349.54"
"2004-11-01","Blackburn","ENG","1638.59"
"2004-11-01","Boavista","POR","1553.65"
"2004-11-01","Bochum","GER","1654.29"
"2004-11-01","Bodoe Glimt","NOR","1383.11"
"2004-11-01","Bologna","ITA","1618.83"
"2004-11-01","Bolton","ENG","1721.56"
"2004-11-01","Bordeaux","FRA","1725.84"
"2004-11-01","Brann","NOR","1443.22"
"2004-11-01","Brasov","ROM","1313.98"
"2004-11-01","Bregenz","AUT","1363.34"
"2004-11-01","Brescia","ITA","1632.39"
"2004-11-01","Brest","FRA","1482.96"
"2004-11-01","Brighton","ENG","1406.73"
"2004-11-01","Brondby","DEN","1517.67"
"2004-11-01","Burghausen","GER","1485.80"
"2004-11-01","Burnley","ENG","1422.85"
"2004-11-01","Cadiz","ESP","1604.92"
"2004-11-01","Caen","FRA","1634.14"
"2004-11-01","Cagliari","ITA","1593.14"
"2004-11-01","Cardiff","ENG","1433.94"
"2004-11-01","Catania","ITA","1471.68"
"2004-11-01","Catanzaro","ITA","1406.15"
"2004-11-01","Celta","ESP","1705.00"
"2004-11-01","Celtic","SCO","1722.51"
"2004-11-01","Cercle Brugge","BEL","1403.05"
"2004-11-01","Cesena","ITA","1431.10"
"2004-11-01","CFR Cluj","ROM","1312.70"
"2004-11-01","Chalkidona","GRE","1398.77"
"2004-11-01","Charleroi","BEL","1420.36"
"2004-11-01","Charlton","ENG","1661.28"
"2004-11-01","Chateauroux","FRA","1500.05"
"2004-11-01","Chelsea","ENG","1890.44"
"2004-11-01","Chievo","ITA","1672.33"
"2004-11-01","Ciudad de Murcia","ESP","1519.74"
"2004-11-01","Clermont","FRA","1471.31"
"2004-11-01","Club Brugge","BEL","1699.84"
"2004-11-01","Cordoba","ESP","1503.52"
"2004-11-01","Cottbus","GER","1499.07"
"2004-11-01","Coventry","ENG","1472.00"
"2004-11-01","Cracovia","POL","1330.54"
"2004-11-01","Craiova 1948","ROM","1359.54"
"2004-11-01","Creteil","FRA","1453.01"
"2004-11-01","Crewe","ENG","1403.56"
"2004-11-01","Crotone","ITA","1391.23"
"2004-11-01","Crystal Palace","ENG","1576.35"
"2004-11-01","CSKA Moskva","RUS","1661.33"
"2004-11-01","Den Bosch","NED","1362.52"
"2004-11-01","Den Haag","NED","1398.98"
"2004-11-01","Denizlispor","TUR","1534.76"
"2004-11-01","Derby","ENG","1455.58"
"2004-11-01","Dijon","FRA","1454.54"
"2004-11-01","Dinamo Bucuresti","ROM","1498.37"
"2004-11-01","Diyarbakirspor","TUR","1425.26"
"2004-11-01","Djurgarden","SWE","1478.09"
"2004-11-01","Dortmund","GER","1707.99"
"2004-11-01","Dresden","GER","1396.01"
"2004-11-01","Duisburg","GER","1519.86"
"2004-11-01","Dundee","SCO","1334.28"
"2004-11-01","Dundee United","SCO","1329.31"
"2004-11-01","Dunfermline","SCO","1348.24"
"2004-11-01","Dynamo Moskva","RUS","1429.61"
"2004-11-01","Egaleo","GRE","1445.49"
"2004-11-01","Eibar","ESP","1603.96"
"2004-11-01","Ein Frankfurt","GER","1512.19"
"2004-11-01","Ein Trier","GER","1467.54"
"2004-11-01","Elche","ESP","1575.90"
"2004-11-01","Elfsborg","SWE","1365.17"
"2004-11-01","Empoli","ITA","1609.20"
"2004-11-01","Erfurt","GER","1394.81"
"2004-11-01","Ergotelis","GRE","1241.41"
"2004-11-01","Erzgebirge Aue","GER","1465.97"
"2004-11-01","Esbjerg","DEN","1409.81"
"2004-11-01","Espanol","ESP","1770.99"
"2004-11-01","Essen","GER","1395.41"
"2004-11-01","Estoril","POR","1422.73"
"2004-11-01","Everton","ENG","1686.11"
"2004-11-01","Farul","ROM","1335.40"
"2004-11-01","FC Brussels","BEL","1308.51"
"2004-11-01","FC Kobenhavn","DEN","1445.81"
"2004-11-01","FC Koln","GER","1554.00"
"2004-11-01","FC Moskva","RUS","1420.96"
"2004-11-01","Fenerbahce","TUR","1686.49"
"2004-11-01","Ferrol","ESP","1571.48"
"2004-11-01","Feyenoord","NED","1722.21"
"2004-11-01","Fiorentina","ITA","1576.40"
"2004-11-01","Fredrikstad","NOR","1344.41"
"2004-11-01","Freiburg","GER","1566.95"
"2004-11-01","Fulham","ENG","1667.12"
"2004-11-01","GAK","AUT","1587.32"
"2004-11-01","Galatasaray","TUR","1665.00"
"2004-11-01","Gaziantepspor","TUR","1554.35"
"2004-11-01","Genclerbirligi","TUR","1522.87"
"2004-11-01","Genk","BEL","1552.95"
"2004-11-01","Genoa","ITA","1528.08"
"2004-11-01","Gent","BEL","1473.27"
"2004-11-01","Getafe","ESP","1652.43"
"2004-11-01","Gil Vicente","POR","1456.88"
"2004-11-01","Gillingham","ENG","1364.29"
"2004-11-01","Goeteborg","SWE","1441.91"
"2004-11-01","Gornik","POL","1365.92"
"2004-11-01","Gornik Leczna","POL","1293.38"
"2004-11-01","Graafschap","NED","1346.24"
"2004-11-01","Grenoble","FRA","1506.26"
"2004-11-01","Greuther Furth","GER","1551.16"
"2004-11-01","Grodzisk","POL","1527.16"
"2004-11-01","Groningen","NED","1459.87"
"2004-11-01","Gueugnon","FRA","1535.78"
"2004-11-01","Guimaraes","POR","1466.18"
"2004-11-01","Guingamp","FRA","1580.04"
"2004-11-01","Haka","FIN","1205.29"
"2004-11-01","Halmstad","SWE","1476.65"
"2004-11-01","Ham-Kam","NOR","1376.64"
"2004-11-01","Hamburg","GER","1651.88"
"2004-11-01","Hammarby","SWE","1414.86"
"2004-11-01","Hannover","GER","1659.04"
"2004-11-01","Hansa Rostock","GER","1591.59"
"2004-11-01","Hearts","SCO","1501.29"
"2004-11-01","Heerenveen","NED","1630.49"
"2004-11-01","Helsingborg","SWE","1403.12"
"2004-11-01","Herfolge","DEN","1248.68"
"2004-11-01","Hertha","GER","1662.70"
"2004-11-01","Hibernian","SCO","1364.88"
"2004-11-01","HJK Helsinki","FIN","1219.66"
"2004-11-01","Iasi","ROM","1262.60"
"2004-11-01","Inter","ITA","1822.74"
"2004-11-01","Inverness","SCO","1258.59"
"2004-11-01","Ionikos","GRE","1350.16"
"2004-11-01","Ipswich","ENG","1552.29"
"2004-11-01","Iraklis","GRE","1431.40"
"2004-11-01","Istanbulspor","TUR","1425.46"
"2004-11-01","Istres","FRA","1542.51"
"2004-11-01","Juventus","ITA","1874.96"
"2004-11-01","Kaiserslautern","GER","1570.86"
"2004-11-01","Kalamaria","GRE","1276.32"
"2004-11-01","Kalithea","GRE","1343.98"
"2004-11-01","Kalmar","SWE","1389.67"
"2004-11-01","Karlsruhe","GER","1437.49"
"2004-11-01","Katowice","POL","1312.06"
"2004-11-01","Kayserispor","TUR","1364.87"
"2004-11-01","Kerkyra","GRE","1273.33"
"2004-11-01","Kilmarnock","SCO","1370.74"
"2004-11-01","Konyaspor","TUR","1477.80"
"2004-11-01","Kryliya Sovetov","RUS","1528.09"
"2004-11-01","Kuban","RUS","1357.06"
"2004-11-01","La Coruna","ESP","1842.95"
"2004-11-01","Landskrona","SWE","1343.81"
"2004-11-01","Laval","FRA","1505.33"
"2004-11-01","Lazio","ITA","1735.97"
"2004-11-01","Le Havre","FRA","1486.87"
"2004-11-01","Le Mans","FRA","1571.08"
"2004-11-01","Lecce","ITA","1648.05"
"2004-11-01","Lech","POL","1344.13"
"2004-11-01","Leeds","ENG","1553.76"
"2004-11-01","Legia","POL","1566.34"
"2004-11-01","Leicester","ENG","1560.25"
"2004-11-01","Leiria","POR","1512.10"
"2004-11-01","Lens","FRA","1665.60"
"2004-11-01","Levante","ESP","1727.49"
"2004-11-01","Leverkusen","GER","1756.91"
"2004-11-01","Lierse","BEL","1472.84"
"2004-11-01","Lille","FRA","1711.83"
"2004-11-01","Lillestrom","NOR","1457.69"
"2004-11-01","Liverpool","ENG","1796.38"
"2004-11-01","Livingston","SCO","1308.43"
"2004-11-01","Livorno","ITA","1581.73"
"2004-11-01","Lleida","ESP","1556.26"
"2004-11-01","Lok Moskva","RUS","1656.76"
"2004-11-01","Lokeren","BEL","1497.94"
"2004-11-01","Lorient","FRA","1523.22"
"2004-11-01","Louvieroise","BEL","1489.49"
"2004-11-01","Lubin","POL","1313.73"
"2004-11-01","Lyn Oslo","NOR","1411.34"
"2004-11-01","Lyon","FRA","1860.47"
"2004-11-01","Mainz","GER","1610.88"
"2004-11-01","Malaga","ESP","1768.83"
"2004-11-01","Malaga B","ESP","1559.26"
"2004-11-01","Malatyaspor","TUR","1530.57"
"2004-11-01","Mallorca","ESP","1716.92"
"2004-11-01","Malmoe","SWE","1514.57"
"2004-11-01","Man City","ENG","1672.94"
"2004-11-01","Man United","ENG","1850.99"
"2004-11-01","Maritimo","POR","1520.76"
"2004-11-01","Marseille","FRA","1724.05"
"2004-11-01","Mattersburg","AUT","1408.40"
"2004-11-01","Messina","ITA","1593.07"
"2004-11-01","Metz","FRA","1646.43"
"2004-11-01","MGladbach","GER","1621.36"
"2004-11-01","Middlesbrough","ENG","1728.20"
"2004-11-01","Midtjylland","DEN","1398.78"
"2004-11-01","Milan","ITA","1884.58"
"2004-11-01","Millwall","ENG","1472.94"
"2004-11-01","Modena","ITA","1520.94"
"2004-11-01","Molde","NOR","1430.50"
"2004-11-01","Monaco","FRA","1817.06"
"2004-11-01","Montpellier","FRA","1542.27"
"2004-11-01","Moreirense","POR","1477.40"
"2004-11-01","Motherwell","SCO","1352.81"
"2004-11-01","Mouscron","BEL","1492.59"
"2004-11-01","Munich 1860","GER","1542.87"
"2004-11-01","Murcia","ESP","1584.42"
"2004-11-01","NAC Breda","NED","1563.67"
"2004-11-01","Nacional","POR","1527.12"
"2004-11-01","Nancy","FRA","1554.29"
"2004-11-01","Nantes","FRA","1714.96"
"2004-11-01","Newcastle","ENG","1771.64"
"2004-11-01","Nice","FRA","1670.32"
